freeway,direction,lane_type,flow,occupancy,region,temperature,windspeed,weathercode,incident_type,severity,speed
80,W,FR,373,0.129,Fremont,27.4,16.7,2,accident,none,69.8
80,E,HOV,322,0.225,San Francisco,18.2,19.7,1,roadwork,high,60.4
280,N,OR,223,0.123,San Francisco,13.0,8.8,5,congestion,medium,68.6
80,E,ML,93,0.109,Oakland,22.6,15.4,0,accident,high,48.7
80,S,OR,314,0.182,San Jose,25.8,17.5,1,roadwork,medium,29.3
80,S,OR,352,0.201,San Francisco,19.5,12.4,1,roadwork,low,18.2
280,S,OR,98,0.144,San Jose,24.9,1.9,1,congestion,none,37.2
880,S,HOV,170,0.153,San Francisco,17.6,3.0,0,congestion,none,10.1
280,W,FR,414,0.278,San Jose,20.9,17.0,3,none,medium,34.0
680,S,FR,474,0.295,San Francisco,15.0,11.1,0,accident,medium,10.8
80,N,ML,57,0.108,Fremont,24.0,13.0,3,accident,high,64.1
101,N,ML,278,0.01,San Francisco,12.3,7.3,1,roadwork,medium,22.1
880,N,HOV,476,0.065,San Jose,22.3,16.1,0,none,none,27.2
880,W,FR,318,0.111,San Francisco,23.9,7.0,3,roadwork,medium,56.2
680,W,HOV,266,0.068,San Jose,24.2,9.0,2,roadwork,medium,49.1
680,S,FR,300,0.273,San Jose,29.3,16.6,3,none,low,70.7
880,N,ML,477,0.22,San Jose,13.2,19.9,5,congestion,low,23.3
80,E,OR,109,0.136,Fremont,20.6,11.7,2,accident,none,25.2
80,S,HOV,460,0.077,San Jose,18.2,15.7,4,congestion,medium,51.6
80,S,FR,178,0.045,San Francisco,24.0,15.2,5,congestion,none,57.2
680,N,ML,126,0.143,San Francisco,17.8,7.1,1,roadwork,medium,59.1
680,N,HOV,34,0.167,San Francisco,20.0,2.3,0,roadwork,medium,64.8
280,S,ML,442,0.121,Oakland,12.0,6.0,1,roadwork,low,67.5
880,W,FR,281,0.298,San Francisco,29.6,15.2,0,roadwork,high,33.8
101,W,FR,375,0.163,Fremont,14.5,4.9,5,congestion,medium,64.1
280,S,FR,184,0.078,San Francisco,27.7,6.9,0,none,high,29.3
101,N,FR,246,0.147,San Francisco,17.4,0.2,5,roadwork,low,38.6
101,N,HOV,221,0.285,San Francisco,16.0,3.7,3,congestion,none,41.7
280,E,OR,296,0.167,San Jose,25.6,16.7,5,none,none,70.6
680,S,ML,480,0.229,Oakland,22.9,9.2,2,roadwork,high,71.9
680,E,ML,313,0.034,San Francisco,22.2,4.5,2,roadwork,high,49.0
101,W,OR,345,0.295,Oakland,29.2,3.4,4,roadwork,none,28.4
880,E,ML,477,0.198,San Francisco,28.9,18.9,0,roadwork,medium,54.4
280,N,ML,167,0.247,San Francisco,29.8,5.2,4,none,high,55.6
80,S,HOV,140,0.148,San Jose,17.1,13.1,2,accident,medium,18.6
680,N,HOV,233,0.14,Oakland,18.6,8.8,2,congestion,none,40.5
80,E,ML,185,0.284,Fremont,25.5,19.8,3,roadwork,medium,22.8
280,N,OR,286,0.101,Oakland,19.9,18.7,3,roadwork,medium,31.4
80,N,ML,14,0.245,Fremont,17.7,11.2,5,none,medium,29.9
280,S,OR,151,0.203,Oakland,15.6,1.5,3,congestion,high,71.2
680,W,OR,64,0.135,Oakland,15.5,4.0,5,roadwork,none,53.0
101,S,ML,396,0.142,San Francisco,14.2,9.5,5,accident,high,16.1
80,E,HOV,486,0.186,San Francisco,29.6,8.4,4,congestion,high,28.1
680,W,FR,51,0.292,San Francisco,28.4,9.6,4,congestion,low,44.6
80,W,HOV,485,0.027,Oakland,25.3,18.5,3,roadwork,low,74.4
101,W,HOV,434,0.135,San Francisco,12.4,18.6,1,congestion,medium,30.5
101,W,OR,29,0.224,Oakland,22.6,14.8,1,accident,medium,45.9
280,W,HOV,292,0.208,San Francisco,29.9,18.4,0,accident,low,20.1
101,S,HOV,57,0.08,Fremont,17.7,0.4,4,roadwork,low,72.6
280,S,OR,40,0.283,San Francisco,22.7,19.0,0,none,medium,52.5
680,W,ML,399,0.292,San Francisco,19.8,13.0,4,none,low,61.5
280,W,OR,371,0.245,San Francisco,17.8,5.8,4,accident,none,46.1
80,N,FR,427,0.05,Oakland,27.3,4.5,0,congestion,high,64.1
880,N,ML,394,0.028,San Jose,15.7,14.2,2,accident,none,65.0
101,W,FR,150,0.072,Oakland,27.9,12.0,3,congestion,low,13.0
680,E,ML,461,0.144,Oakland,29.1,14.8,3,roadwork,low,64.4
880,W,ML,34,0.244,San Francisco,17.0,18.1,2,roadwork,high,61.0
101,E,FR,246,0.1,Fremont,20.8,15.1,3,roadwork,low,54.0
101,S,HOV,448,0.254,San Francisco,14.2,19.0,4,congestion,high,59.4
280,S,OR,262,0.269,San Jose,24.5,9.2,5,roadwork,high,69.6
880,N,HOV,30,0.216,Fremont,21.9,14.2,5,none,medium,48.6
280,N,ML,230,0.111,San Francisco,13.6,15.2,4,roadwork,low,55.2
280,S,FR,90,0.207,Oakland,22.4,19.5,1,congestion,low,23.6
680,E,HOV,349,0.266,San Francisco,16.1,19.9,1,none,high,10.0
680,S,FR,172,0.198,Fremont,11.0,10.3,3,none,medium,33.3
80,W,OR,172,0.205,Oakland,16.6,6.3,2,accident,none,34.2
101,E,FR,350,0.19,Fremont,27.6,12.0,0,roadwork,low,29.9
880,W,ML,56,0.07,Oakland,27.0,4.9,2,roadwork,low,69.9
80,S,FR,45,0.22,San Jose,26.3,0.6,4,congestion,none,59.5
80,E,ML,407,0.125,San Francisco,24.0,8.4,4,accident,medium,40.7
280,S,OR,386,0.114,Oakland,11.2,18.4,1,accident,low,34.0
80,E,OR,316,0.102,San Francisco,19.1,14.8,2,accident,high,25.1
80,S,ML,390,0.291,Oakland,26.4,19.9,2,accident,low,36.0
680,S,FR,458,0.221,San Francisco,10.9,12.9,3,congestion,high,30.2
280,N,ML,142,0.125,San Francisco,29.2,15.5,4,accident,none,66.7
101,E,ML,221,0.141,San Francisco,22.9,3.2,5,accident,none,52.1
880,S,OR,184,0.072,San Francisco,28.0,0.8,0,congestion,medium,66.7
80,E,HOV,498,0.289,San Jose,15.2,19.3,2,none,medium,61.0
280,W,ML,88,0.273,San Francisco,21.6,0.2,0,congestion,medium,56.7
280,N,HOV,53,0.042,San Francisco,11.7,4.6,0,accident,high,72.2
280,S,FR,436,0.078,Oakland,11.7,3.7,2,accident,low,38.9
80,W,ML,376,0.107,San Jose,25.3,14.8,2,congestion,none,61.5
880,N,HOV,61,0.13,San Francisco,24.8,11.2,5,roadwork,medium,21.3
880,W,FR,70,0.081,Oakland,23.6,1.9,2,congestion,high,13.9
101,S,OR,313,0.288,San Francisco,13.8,0.9,3,congestion,low,25.5
680,W,FR,268,0.122,Fremont,22.2,2.4,5,none,none,34.3
880,S,OR,61,0.158,San Jose,23.9,0.1,1,none,medium,38.0
101,S,ML,187,0.271,Fremont,10.7,0.4,3,accident,high,64.0
80,E,HOV,336,0.227,Fremont,11.8,6.4,5,accident,high,72.6
280,S,OR,301,0.285,Fremont,14.7,18.4,3,accident,none,25.9
680,N,HOV,327,0.105,Oakland,10.6,4.4,2,congestion,low,36.7
680,E,FR,100,0.163,San Jose,27.1,6.8,1,none,high,49.8
80,S,ML,148,0.158,San Francisco,24.4,5.4,5,congestion,high,33.2
280,S,FR,320,0.044,Oakland,26.3,3.2,0,accident,none,65.8
101,S,HOV,430,0.026,Oakland,14.4,11.9,2,roadwork,none,71.6
880,E,FR,114,0.275,San Jose,11.1,17.6,5,roadwork,low,59.6
101,W,OR,446,0.259,San Francisco,19.0,5.3,3,accident,low,22.8
880,N,FR,263,0.087,Fremont,23.3,5.7,2,accident,none,25.2
280,S,ML,475,0.044,San Francisco,13.5,17.1,4,roadwork,low,17.5
101,S,FR,236,0.27,San Francisco,28.6,14.6,2,accident,medium,41.5
280,S,ML,21,0.082,San Jose,21.6,9.3,2,roadwork,low,64.5
80,W,HOV,77,0.191,Fremont,19.3,1.3,5,roadwork,high,36.5
880,E,HOV,83,0.141,San Jose,17.4,3.5,1,none,none,52.1
80,S,OR,215,0.282,San Jose,27.3,9.2,3,none,low,57.7
680,S,OR,46,0.195,Oakland,23.8,18.5,5,roadwork,medium,59.4
280,E,HOV,311,0.105,San Francisco,26.3,8.9,1,accident,high,47.1
80,E,ML,249,0.017,San Jose,24.8,10.9,1,roadwork,low,72.9
280,N,FR,97,0.246,Fremont,20.0,14.1,1,accident,low,19.5
280,W,ML,146,0.122,Fremont,11.5,1.5,3,roadwork,low,37.7
80,W,OR,112,0.264,Fremont,29.6,9.6,2,roadwork,high,35.8
80,E,ML,247,0.056,Fremont,20.1,14.1,2,none,none,46.5
80,S,ML,359,0.167,San Jose,13.6,7.3,4,accident,medium,30.5
101,W,ML,444,0.059,Fremont,17.9,6.3,3,none,none,54.3
80,N,FR,84,0.188,Oakland,13.4,15.0,0,none,medium,40.0
280,S,FR,303,0.13,San Jose,14.9,12.8,0,congestion,high,22.9
280,W,OR,299,0.055,San Jose,28.7,19.4,2,roadwork,high,10.1
880,S,OR,331,0.065,Fremont,14.1,4.3,4,roadwork,medium,74.5
280,S,HOV,309,0.255,Fremont,12.6,0.7,4,none,low,74.3
680,S,ML,162,0.117,San Francisco,12.2,19.6,1,accident,none,39.6
280,N,FR,147,0.18,Fremont,12.8,14.4,2,accident,high,72.7
280,E,ML,419,0.03,Fremont,18.2,0.4,2,accident,medium,15.3
101,S,ML,250,0.275,Fremont,12.2,17.3,4,congestion,high,53.9
280,E,FR,107,0.058,San Francisco,21.5,6.4,5,roadwork,high,48.5
880,E,OR,488,0.225,San Jose,22.6,10.9,5,congestion,high,73.9
680,S,OR,387,0.269,Fremont,11.8,17.5,4,roadwork,low,73.5
80,N,FR,150,0.216,Oakland,24.6,3.7,2,accident,medium,71.8
680,S,ML,99,0.203,Fremont,26.5,7.8,4,accident,high,29.2
101,N,ML,317,0.225,San Jose,21.0,5.4,5,roadwork,high,63.8
880,N,OR,448,0.041,Fremont,20.6,14.8,0,roadwork,none,35.8
280,S,HOV,461,0.159,Fremont,27.7,19.4,0,none,none,21.1
101,W,ML,464,0.132,Fremont,19.0,6.3,4,roadwork,low,25.0
880,W,FR,13,0.02,San Francisco,19.4,18.8,2,none,high,54.8
280,N,FR,154,0.028,Fremont,15.7,7.7,4,accident,high,28.3
680,W,FR,335,0.093,Oakland,16.3,14.0,2,accident,none,52.9
101,S,FR,418,0.163,Fremont,29.5,3.6,1,roadwork,low,17.5
101,N,OR,138,0.106,San Francisco,17.4,9.1,2,none,high,53.3
80,W,ML,234,0.204,San Francisco,16.3,3.6,5,none,medium,65.2
101,S,OR,191,0.148,San Francisco,28.3,9.5,5,none,medium,21.5
101,N,HOV,314,0.073,San Jose,27.4,10.2,5,none,medium,31.6
280,E,OR,277,0.056,Fremont,28.7,13.8,2,none,none,61.7
80,W,FR,124,0.141,San Jose,15.7,16.1,0,accident,none,43.9
280,E,OR,301,0.268,Oakland,27.6,17.3,0,congestion,low,51.7
680,N,HOV,353,0.249,Fremont,26.2,3.7,5,roadwork,none,20.8
80,N,HOV,354,0.094,San Francisco,25.4,0.9,5,accident,low,52.1
80,N,HOV,341,0.288,San Francisco,22.0,7.4,3,congestion,none,16.3
880,N,HOV,335,0.19,Fremont,17.5,10.6,1,congestion,low,14.0
880,N,FR,75,0.277,Oakland,22.8,3.8,4,accident,low,37.6
880,N,OR,290,0.297,San Jose,13.2,1.6,5,congestion,none,41.1
680,S,HOV,486,0.092,Fremont,25.9,14.1,0,congestion,low,49.1
880,S,FR,207,0.188,San Jose,27.9,3.3,0,roadwork,low,53.3
680,E,FR,331,0.144,Oakland,21.3,5.1,2,none,medium,73.0
80,N,ML,308,0.156,San Francisco,27.6,17.5,5,accident,medium,55.5
680,S,OR,260,0.218,Oakland,11.4,10.5,2,accident,none,71.4
80,W,OR,403,0.172,San Jose,25.5,9.2,5,roadwork,low,53.9
280,W,FR,189,0.19,Fremont,26.7,14.0,5,accident,low,67.4
101,W,HOV,350,0.014,San Jose,10.6,3.4,1,accident,none,31.2
280,N,ML,95,0.193,Fremont,22.6,16.1,3,accident,low,52.6
80,W,OR,31,0.143,Oakland,18.1,19.6,4,congestion,medium,69.3
80,W,FR,231,0.027,Fremont,26.9,6.5,3,roadwork,low,68.9
880,E,HOV,359,0.014,San Jose,20.8,5.9,0,congestion,high,15.8
880,S,ML,500,0.199,Oakland,25.4,17.2,5,accident,high,63.2
101,N,ML,131,0.01,San Jose,23.7,1.0,1,none,low,68.4
680,N,FR,259,0.218,Fremont,14.9,7.9,5,none,high,47.5
680,N,OR,276,0.053,San Francisco,23.5,18.4,4,congestion,low,28.7
80,W,OR,473,0.161,Oakland,16.1,9.3,3,none,none,31.5
680,E,FR,215,0.061,Oakland,16.3,18.4,1,congestion,medium,34.2
80,W,FR,310,0.077,Oakland,14.5,3.6,3,none,low,69.3
880,E,OR,124,0.135,San Francisco,17.3,13.8,1,roadwork,high,71.5
280,W,HOV,295,0.027,San Jose,13.6,13.7,0,congestion,high,56.0
101,E,ML,278,0.206,Oakland,18.8,0.6,3,congestion,low,43.0
101,W,OR,394,0.295,Fremont,10.7,0.1,2,accident,medium,70.3
80,E,OR,236,0.249,Fremont,11.4,1.5,2,congestion,none,39.8
280,S,OR,325,0.16,Fremont,27.8,4.7,3,none,low,34.8
280,E,OR,353,0.145,San Francisco,19.8,1.4,3,roadwork,low,70.3
680,E,HOV,283,0.265,San Jose,14.0,4.6,0,congestion,none,68.3
880,S,ML,311,0.129,Fremont,23.2,0.2,2,none,medium,37.9
680,W,FR,393,0.169,Oakland,13.9,14.5,3,none,none,63.5
880,W,OR,257,0.139,San Francisco,25.6,0.1,5,congestion,low,52.5
680,N,OR,342,0.095,San Jose,29.3,13.1,0,accident,medium,13.2
80,N,ML,163,0.144,Oakland,19.3,1.0,5,none,high,39.1
80,N,ML,28,0.247,Oakland,18.5,3.5,0,congestion,high,12.2
680,E,HOV,195,0.165,San Francisco,29.0,15.7,4,none,medium,25.8
101,N,ML,69,0.015,Oakland,18.3,2.9,4,none,none,35.2
280,S,FR,435,0.147,Fremont,10.2,13.5,1,none,low,34.7
101,W,ML,435,0.123,San Jose,20.8,9.6,4,roadwork,none,31.9
101,E,ML,67,0.02,Oakland,23.8,9.2,0,roadwork,none,28.4
680,E,ML,199,0.037,San Jose,29.6,12.0,1,accident,low,59.7
680,E,ML,221,0.246,San Jose,27.6,9.8,2,congestion,none,72.0
80,S,HOV,442,0.031,San Francisco,13.6,0.6,1,accident,high,29.8
280,W,FR,298,0.037,San Francisco,17.2,10.5,5,none,none,29.8
880,W,HOV,477,0.157,San Francisco,12.6,9.2,1,none,high,50.1
880,S,FR,128,0.285,Oakland,23.3,15.3,3,congestion,low,40.1
880,E,HOV,299,0.198,San Francisco,15.5,10.0,1,congestion,high,55.9
280,S,HOV,212,0.117,San Francisco,12.0,7.1,2,roadwork,medium,16.1
680,E,FR,367,0.038,Oakland,29.3,18.9,2,none,low,14.1
280,E,ML,176,0.064,Fremont,21.2,9.1,5,congestion,medium,24.9
680,E,FR,168,0.084,Fremont,10.7,7.4,5,congestion,low,33.4
880,W,OR,401,0.213,San Francisco,27.5,7.9,2,congestion,low,28.7
880,S,FR,399,0.157,Oakland,15.3,9.1,3,accident,medium,67.0
101,W,OR,341,0.254,San Jose,24.4,1.1,4,none,low,21.8
880,S,ML,440,0.227,San Jose,29.3,18.5,0,congestion,none,71.0
280,W,ML,341,0.285,Oakland,12.4,10.2,5,roadwork,low,66.5
80,N,HOV,73,0.069,Oakland,25.3,10.3,0,accident,high,14.9
880,E,HOV,128,0.23,Fremont,15.3,4.0,2,accident,none,11.0
880,E,HOV,240,0.229,San Francisco,17.5,14.0,3,congestion,low,25.8
880,E,ML,490,0.111,Fremont,12.3,16.5,0,accident,low,32.4
80,W,HOV,95,0.052,San Jose,18.5,16.0,0,congestion,high,48.4
80,S,HOV,39,0.095,San Francisco,14.2,7.8,3,roadwork,high,26.0
880,E,HOV,490,0.03,San Francisco,22.5,4.9,0,none,medium,20.4
680,W,ML,439,0.118,Fremont,15.2,19.2,2,congestion,low,55.2
80,W,FR,89,0.056,Oakland,20.6,10.2,1,accident,low,21.5
880,E,FR,176,0.205,San Jose,15.1,19.4,0,congestion,medium,42.6
280,S,ML,474,0.164,San Francisco,11.5,18.9,4,accident,none,68.9
280,W,FR,107,0.133,Oakland,10.1,0.2,2,accident,none,11.9
680,S,ML,168,0.249,San Francisco,12.9,11.5,2,congestion,medium,50.9
280,N,OR,141,0.128,San Francisco,20.3,18.6,2,roadwork,low,55.6
280,S,FR,227,0.084,Fremont,16.5,8.5,0,accident,none,40.4
880,S,ML,471,0.197,Fremont,10.7,5.1,0,accident,none,22.6
280,N,HOV,75,0.233,Fremont,28.7,5.5,2,congestion,medium,45.5
280,W,HOV,302,0.138,San Francisco,29.7,7.7,1,congestion,high,14.7
101,E,FR,80,0.2,Oakland,10.1,10.8,5,congestion,medium,24.7
880,S,OR,32,0.064,San Jose,10.6,14.3,0,congestion,none,17.1
101,W,OR,234,0.091,San Jose,19.8,3.4,1,roadwork,high,34.9
80,N,OR,85,0.259,San Jose,16.0,16.7,2,accident,medium,61.6
101,S,OR,334,0.047,San Francisco,15.9,1.9,0,congestion,low,46.0
80,N,FR,428,0.061,San Francisco,19.8,13.4,4,roadwork,medium,35.4
680,E,HOV,226,0.016,San Jose,17.2,8.2,2,none,high,26.4
680,N,FR,111,0.248,San Francisco,23.2,9.1,2,none,none,35.3
680,N,OR,287,0.202,Oakland,28.2,6.5,4,congestion,low,60.7
880,S,ML,25,0.194,San Jose,21.0,4.2,3,congestion,low,60.4
80,S,FR,351,0.109,Oakland,13.0,0.4,2,accident,high,56.6
101,N,ML,28,0.172,San Francisco,15.2,16.1,5,none,high,24.8
80,S,FR,432,0.159,San Francisco,10.9,18.1,4,roadwork,none,34.2
680,S,ML,450,0.138,San Francisco,12.5,11.0,2,roadwork,low,41.6
880,W,FR,399,0.118,Oakland,21.5,2.2,4,congestion,high,51.7
101,S,FR,33,0.045,Fremont,18.9,6.2,3,none,medium,27.5
101,E,OR,390,0.297,Oakland,23.5,15.8,4,accident,none,29.4
880,S,FR,359,0.135,San Francisco,19.5,14.8,4,roadwork,low,74.2
680,S,HOV,418,0.086,San Jose,28.6,9.6,5,congestion,medium,15.1
880,N,HOV,439,0.078,San Jose,15.1,6.1,0,roadwork,high,35.0
880,W,ML,293,0.094,San Francisco,14.6,17.0,5,congestion,low,43.5
280,N,FR,388,0.163,San Jose,26.1,14.9,5,accident,none,57.9
101,W,OR,110,0.174,San Francisco,26.6,1.2,5,congestion,high,60.3
101,E,OR,109,0.128,San Francisco,10.3,3.2,1,none,medium,65.1
80,W,ML,141,0.131,San Jose,21.2,8.2,2,accident,high,65.4
280,W,OR,163,0.061,Oakland,18.8,16.4,4,none,low,60.9
80,E,ML,409,0.087,San Francisco,14.0,2.4,5,roadwork,medium,66.4
80,S,ML,411,0.039,San Jose,26.3,0.3,5,none,high,74.0
880,W,HOV,204,0.101,Oakland,14.5,16.7,3,roadwork,low,38.1
880,N,OR,373,0.204,Oakland,13.3,14.3,1,accident,medium,24.7
101,E,FR,456,0.153,San Francisco,20.1,1.0,4,none,none,42.2
880,N,HOV,26,0.152,Fremont,11.0,15.0,1,roadwork,none,46.1
101,W,FR,211,0.15,San Jose,10.7,15.7,4,accident,medium,58.1
280,W,FR,14,0.237,Fremont,21.3,8.4,0,none,medium,39.3
80,S,OR,283,0.026,San Jose,11.0,6.5,2,none,medium,51.3
880,W,FR,84,0.123,San Francisco,15.3,12.6,5,congestion,none,41.4
880,W,FR,96,0.156,San Francisco,12.6,19.2,1,congestion,low,47.9
80,S,ML,124,0.061,San Francisco,10.1,9.3,0,none,high,35.1
101,S,ML,205,0.236,Fremont,29.4,19.4,1,accident,high,36.7
280,W,FR,218,0.179,San Francisco,26.1,13.1,0,congestion,medium,60.0
680,W,ML,482,0.061,San Jose,26.1,18.1,0,roadwork,none,11.4
280,S,ML,338,0.068,Oakland,22.3,14.0,5,roadwork,high,53.1
280,S,OR,430,0.149,San Francisco,12.8,16.3,5,none,low,41.8
880,W,FR,392,0.275,San Francisco,16.6,19.3,4,roadwork,none,18.0
280,E,HOV,380,0.017,Oakland,27.3,10.9,2,none,medium,63.6
880,W,HOV,20,0.069,Fremont,24.5,8.0,5,accident,high,10.3
101,N,HOV,11,0.157,San Francisco,29.5,14.2,4,roadwork,medium,55.3
80,S,HOV,373,0.065,San Jose,21.9,12.0,0,accident,medium,43.0
280,N,OR,306,0.177,San Francisco,15.4,19.1,0,none,high,27.1
80,E,OR,477,0.066,Fremont,22.4,7.9,5,none,high,11.4
80,W,OR,42,0.115,Fremont,22.6,17.7,3,congestion,none,29.6
101,S,ML,120,0.264,Oakland,13.7,13.0,0,none,high,20.9
101,N,OR,376,0.238,San Jose,21.0,8.8,3,congestion,none,43.4
680,E,HOV,283,0.066,San Francisco,27.8,4.9,0,roadwork,medium,62.6
80,S,FR,499,0.107,Oakland,13.7,14.1,1,roadwork,medium,20.8
680,N,HOV,380,0.033,San Jose,22.0,13.7,2,congestion,none,15.7
101,W,ML,12,0.243,San Jose,13.7,2.0,1,none,high,74.0
80,S,OR,313,0.058,San Jose,14.3,19.2,4,none,low,29.1
680,E,OR,456,0.166,Oakland,25.8,1.1,1,none,low,23.7
680,S,FR,483,0.031,San Francisco,18.9,3.7,5,roadwork,medium,20.6
80,S,ML,138,0.095,Oakland,24.1,18.7,2,congestion,medium,25.2
101,E,FR,317,0.022,San Francisco,24.2,18.0,5,accident,high,60.1
101,S,HOV,110,0.23,Oakland,17.2,7.1,1,roadwork,low,13.8
680,S,ML,454,0.092,Fremont,10.5,8.6,5,roadwork,none,38.8
80,S,ML,87,0.27,San Francisco,23.1,19.3,5,none,high,72.1
680,E,ML,466,0.09,Oakland,26.2,5.7,4,roadwork,none,43.7
80,W,HOV,357,0.085,Oakland,22.8,10.1,5,roadwork,none,12.5
101,W,OR,233,0.295,Oakland,19.0,5.9,4,none,high,68.1
680,W,HOV,248,0.194,San Jose,16.3,2.1,1,accident,high,59.8
80,E,OR,195,0.266,Oakland,10.3,14.0,5,roadwork,high,70.7
880,S,HOV,300,0.111,Fremont,24.9,0.2,0,congestion,none,51.5
880,E,HOV,451,0.232,San Francisco,26.6,7.7,5,congestion,low,74.1
880,S,HOV,307,0.047,Fremont,18.0,8.5,4,congestion,medium,61.6
280,W,HOV,462,0.195,San Francisco,18.0,10.8,4,none,none,20.0
880,E,FR,465,0.107,Fremont,13.7,10.5,0,congestion,medium,28.0
280,W,OR,390,0.225,San Francisco,14.1,9.2,4,roadwork,medium,67.4
80,W,HOV,249,0.187,Fremont,21.3,2.2,4,accident,low,72.7
80,S,OR,473,0.12,Oakland,27.8,11.3,4,roadwork,high,20.2
880,N,HOV,164,0.013,Fremont,18.6,13.8,1,congestion,low,67.9
80,E,ML,70,0.049,Oakland,14.4,9.1,2,none,medium,71.1
880,N,OR,76,0.024,San Jose,17.4,0.2,3,roadwork,none,69.5
880,S,OR,489,0.221,San Francisco,13.8,5.7,3,none,low,21.8
101,N,FR,474,0.048,Oakland,19.2,2.7,3,accident,low,13.5
880,S,FR,483,0.28,Fremont,10.7,8.4,2,congestion,high,26.8
280,E,ML,283,0.084,San Jose,17.0,9.7,5,congestion,high,68.7
101,E,ML,98,0.061,Fremont,22.4,16.6,5,none,none,67.4
80,S,HOV,267,0.134,San Francisco,28.0,3.5,0,none,low,56.8
80,E,OR,167,0.189,Oakland,23.5,8.2,5,roadwork,low,25.2
880,N,OR,367,0.277,San Jose,19.5,3.6,1,accident,low,14.2
280,N,FR,108,0.216,San Jose,16.7,8.0,1,none,high,70.2
101,W,FR,451,0.141,San Jose,22.4,18.4,3,none,high,26.9
280,S,FR,483,0.221,San Jose,10.1,19.5,1,roadwork,medium,60.9
880,W,FR,496,0.036,San Jose,19.5,0.9,2,accident,none,41.2
101,N,OR,313,0.189,San Jose,10.5,5.1,4,accident,medium,62.6
680,W,HOV,456,0.045,San Jose,21.4,0.2,4,accident,none,49.5
101,E,HOV,372,0.068,Oakland,25.9,19.0,5,none,none,50.5
101,W,FR,280,0.27,San Jose,16.4,15.0,0,roadwork,high,52.1
280,N,OR,212,0.03,Oakland,28.3,6.7,3,congestion,none,49.3
101,N,HOV,237,0.228,San Francisco,12.4,0.5,4,accident,none,49.5
101,W,FR,167,0.172,Oakland,20.5,9.3,3,none,low,44.8
680,E,HOV,281,0.055,San Francisco,21.0,14.9,0,accident,high,71.1
880,N,FR,243,0.104,San Francisco,20.4,5.6,2,roadwork,medium,45.3
280,N,ML,128,0.172,Oakland,19.4,1.8,1,none,none,31.2
80,W,FR,150,0.111,Fremont,11.6,11.7,1,congestion,low,34.0
101,W,OR,72,0.168,Oakland,15.1,13.3,3,none,high,39.8
101,W,ML,306,0.013,Fremont,21.4,16.4,3,congestion,none,23.5
80,W,FR,21,0.092,Oakland,23.2,12.5,0,roadwork,high,14.9
880,N,FR,352,0.22,Oakland,27.1,7.2,2,congestion,none,65.4
280,N,FR,178,0.086,San Jose,25.6,2.3,4,none,medium,34.9
680,E,OR,117,0.114,San Francisco,23.7,19.9,2,none,low,15.1
101,N,HOV,14,0.207,San Jose,26.6,18.2,1,congestion,high,64.6
101,S,OR,87,0.272,Fremont,14.3,18.8,1,accident,none,72.0
80,E,FR,190,0.171,San Jose,17.6,3.4,0,none,high,11.5
880,S,FR,435,0.023,Oakland,19.7,17.1,1,none,medium,11.0
101,N,HOV,157,0.108,Oakland,29.3,7.7,4,accident,low,18.3
680,S,FR,428,0.142,San Jose,22.6,18.0,1,accident,none,53.0
680,N,OR,60,0.097,Oakland,13.3,1.1,0,roadwork,none,69.0
680,E,HOV,41,0.288,San Jose,22.6,4.9,2,congestion,low,43.3
80,W,ML,124,0.251,San Jose,26.7,0.0,2,roadwork,medium,36.6
101,N,HOV,437,0.267,San Francisco,18.3,10.8,1,roadwork,low,72.4
80,W,ML,149,0.024,Fremont,10.3,12.8,3,none,medium,47.6
101,E,OR,152,0.245,San Jose,21.0,6.8,4,accident,none,42.7
101,W,HOV,128,0.082,Fremont,29.0,8.3,3,congestion,low,30.6
80,N,HOV,366,0.061,San Francisco,16.6,7.0,1,none,none,67.7
80,E,FR,338,0.095,San Jose,17.8,15.9,2,roadwork,medium,10.5
80,E,ML,88,0.164,Fremont,13.9,8.3,5,congestion,high,31.0
280,N,OR,221,0.084,San Francisco,21.7,13.5,0,roadwork,high,33.0
101,N,ML,475,0.25,Oakland,13.5,18.6,1,none,none,64.4
101,S,HOV,12,0.023,San Francisco,13.2,1.7,2,accident,high,72.7
80,S,HOV,391,0.186,San Jose,11.3,15.7,2,accident,medium,38.4
680,E,HOV,206,0.185,Oakland,10.8,15.6,5,none,low,30.0
80,W,FR,160,0.249,San Francisco,24.7,2.5,0,congestion,high,23.8
680,N,OR,474,0.213,San Jose,23.0,12.5,2,none,none,69.7
280,S,HOV,382,0.247,San Jose,12.4,7.9,3,roadwork,medium,64.6
101,S,HOV,69,0.24,Oakland,17.2,15.4,5,congestion,medium,41.9
80,S,FR,236,0.261,Fremont,11.1,2.2,4,roadwork,low,71.9
101,N,HOV,394,0.043,San Jose,15.2,7.6,2,none,none,36.6
80,N,ML,172,0.063,San Jose,19.6,13.4,0,roadwork,none,20.4
680,S,FR,282,0.06,San Jose,24.1,14.7,3,congestion,none,11.8
680,N,OR,356,0.147,Fremont,18.9,17.0,1,accident,low,65.1
680,N,HOV,252,0.275,San Jose,28.0,10.7,2,none,medium,71.7
101,N,OR,448,0.217,San Francisco,11.5,8.3,5,congestion,high,28.0
80,W,OR,65,0.22,San Jose,13.5,15.5,1,accident,low,68.9
680,N,ML,400,0.03,Fremont,26.3,7.5,4,roadwork,none,19.3
